date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:51:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Mar%202020%2007:21:22%20GMT	https://www.accordproject.org/working-groups/technology	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/working-groups/technology	(from https://www.accordproject.org/)
12:51:22	44970/44970	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2007:21:22%20GMT	https://www.accordproject.org/events/	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/events/index.html	(from https://www.accordproject.org/)
12:51:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Mar%202020%2007:21:22%20GMT	https://www.accordproject.org/liwg	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/liwg	(from https://www.accordproject.org/)
12:51:23	48508/48508	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2007:21:22%20GMT	https://www.accordproject.org/working-groups/technology/	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/working-groups/technology/index.html	(from https://www.accordproject.org/)
12:51:23	45272/45272	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2007:21:23%20GMT	https://www.accordproject.org/liwg/	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/liwg/index.html	(from https://www.accordproject.org/)
12:51:23	42058/42058	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Mar%202020%2007:21:23%20GMT	https://www.accordproject.org/signup	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/signup	(from https://www.accordproject.org/)
12:51:24	7033/7033	---M--	200	added ('OK')	image/png	etag:%22b692174e4c4577dea40af1e709001047%22	https://img.accordproject.org/wp-content/uploads/2019/09/19200836/cicero-logo-black.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/img.accordproject.org/wp-content/uploads/2019/09/19200836/cicero-logo-black.png	(from https://www.accordproject.org/)
12:51:24	59385/59385	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2007:21:24%20GMT	https://www.accordproject.org/projects/cicero/	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/projects/cicero/index.html	(from https://www.accordproject.org/)
12:51:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Mar%202020%2007:21:24%20GMT	https://www.accordproject.org/projects/ergo	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/projects/ergo	(from https://www.accordproject.org/)
12:51:24	6495/6495	---M--	200	added ('OK')	image/png	etag:%228eca1c75a294b455223264682d7073a7%22	https://img.accordproject.org/wp-content/uploads/2019/05/31190905/ergo1.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/img.accordproject.org/wp-content/uploads/2019/05/31190905/ergo1.png	(from https://www.accordproject.org/)
12:51:25	66600/66600	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2007:21:24%20GMT	https://www.accordproject.org/projects/ergo/	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/projects/ergo/index.html	(from https://www.accordproject.org/)
12:51:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Mar%202020%2007:21:24%20GMT	https://www.accordproject.org/projects/concerto	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/projects/concerto	(from https://www.accordproject.org/)
12:51:25	6736/6736	---M--	200	added ('OK')	image/png	etag:%227c645b487fcb656d8952ee9df27aee50%22	https://img.accordproject.org/wp-content/uploads/2019/09/19203742/concerto-temp-black-med.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/img.accordproject.org/wp-content/uploads/2019/09/19203742/concerto-temp-black-med.png	(from https://www.accordproject.org/)
12:51:25	49755/49755	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2007:21:25%20GMT	https://www.accordproject.org/projects/concerto/	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/projects/concerto/index.html	(from https://www.accordproject.org/)
12:51:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Mar%202020%2007:21:25%20GMT	https://www.accordproject.org/projects/template-studio	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/projects/template-studio	(from https://www.accordproject.org/)
12:51:26	41943/41943	---M--	200	added ('OK')	image/png	etag:%22107640457b2b7c43e94203b88395f3c8%22	https://img.accordproject.org/wp-content/uploads/2019/06/10193027/feat-code-294x186.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/img.accordproject.org/wp-content/uploads/2019/06/10193027/feat-code-294x186.png	(from https://www.accordproject.org/)
12:51:26	43404/43404	---M--	200	added ('OK')	image/png	etag:%2221a18d6e715514e5f66c0a4c139f0c6d%22	https://img.accordproject.org/wp-content/uploads/2019/06/10193048/feat-window-294x186.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/img.accordproject.org/wp-content/uploads/2019/06/10193048/feat-window-294x186.png	(from https://www.accordproject.org/)
12:51:26	42374/42374	---M--	200	added ('OK')	image/png	etag:%2287e39459df5afdf393cf64586278252a%22	https://img.accordproject.org/wp-content/uploads/2019/06/10183912/feat-people-2-294x186.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/img.accordproject.org/wp-content/uploads/2019/06/10183912/feat-people-2-294x186.png	(from https://www.accordproject.org/)
12:51:26	51260/51260	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2007:21:26%20GMT	https://www.accordproject.org/projects/template-studio/	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/projects/template-studio/index.html	(from https://www.accordproject.org/)
12:51:26	4447/4447	---M--	200	added ('OK')	image/png	etag:%22663d4a5a488ae979e0c63bce84f95d57%22	https://img.accordproject.org/wp-content/uploads/2019/04/cicero-xl-131x25.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/img.accordproject.org/wp-content/uploads/2019/04/cicero-xl-131x25.png	(from https://www.accordproject.org/)
12:51:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Mar%202020%2007:21:26%20GMT	https://www.accordproject.org/projects/cicero	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/projects/cicero	(from https://www.accordproject.org/)
12:51:27	2070/2070	---M--	200	added ('OK')	image/png	etag:%22b4c0f16609156b7f8241f2b5c7ccdd8e%22	https://img.accordproject.org/wp-content/uploads/2019/05/31162821/ergo-104x25.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/img.accordproject.org/wp-content/uploads/2019/05/31162821/ergo-104x25.png	(from https://www.accordproject.org/)
12:51:27	2976/2976	---M--	200	added ('OK')	image/png	etag:%22a21d320081b231801b8e75c038137637%22	https://img.accordproject.org/wp-content/uploads/2019/05/31163246/templatestudio-272x25.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/img.accordproject.org/wp-content/uploads/2019/05/31163246/templatestudio-272x25.png	(from https://www.accordproject.org/)
12:51:27	45224/45224	---M--	200	added ('OK')	image/png	etag:%2229400708b47ebe0015983ec00fc85cb0%22	https://img.accordproject.org/wp-content/uploads/2019/11/01150221/TemplateStudio.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/img.accordproject.org/wp-content/uploads/2019/11/01150221/TemplateStudio.png	(from https://www.accordproject.org/)
12:51:28	4297/4297	---M--	200	added ('OK')	image/png	etag:%2204abc544c30c4dc0ee03c2d89add59c6%22	https://img.accordproject.org/wp-content/uploads/2019/06/10204613/docusign-192x56.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/img.accordproject.org/wp-content/uploads/2019/06/10204613/docusign-192x56.png	(from https://www.accordproject.org/)
12:51:28	2654/2654	---M--	200	added ('OK')	image/png	etag:%221f8ee488cc8cc08aca9d39c61ce88020%22	https://img.accordproject.org/wp-content/uploads/2019/06/06052101/Dentonsfeat2-192x56.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/img.accordproject.org/wp-content/uploads/2019/06/06052101/Dentonsfeat2-192x56.png	(from https://www.accordproject.org/)
12:51:28	3688/3688	---M--	200	added ('OK')	image/png	etag:%223c62ee2fb695c48ce20e03d1362bde4c%22	https://img.accordproject.org/wp-content/uploads/2019/06/06052102/hyperledger%40feat2-192x56.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/img.accordproject.org/wp-content/uploads/2019/06/06052102/hyperledger@feat2-192x56.png	(from https://www.accordproject.org/)
12:51:28	3224/3224	---M--	200	added ('OK')	image/png	etag:%22fbb32152a7920f89cec52133d003ee07%22	https://img.accordproject.org/wp-content/uploads/2019/06/06052405/IBMfeat3-192x56.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/img.accordproject.org/wp-content/uploads/2019/06/06052405/IBMfeat3-192x56.png	(from https://www.accordproject.org/)
12:51:29	3769/3769	---M--	200	added ('OK')	image/png	etag:%222e23ca66c261a3efa0d25c0f18f90fe0%22	https://img.accordproject.org/wp-content/uploads/2019/06/06052103/Sweetbridgefeat2-192x56.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/img.accordproject.org/wp-content/uploads/2019/06/06052103/Sweetbridgefeat2-192x56.png	(from https://www.accordproject.org/)
12:51:29	361231/361231	---M--	200	added ('OK')	image/png	etag:%22bc52e2b70f413220a37448ce57a1a459%22	https://img.accordproject.org/wp-content/uploads/2019/06/03210031/Accord_illustration_logos.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/img.accordproject.org/wp-content/uploads/2019/06/03210031/Accord_illustration_logos.png	(from https://www.accordproject.org/)
12:51:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Mar%202020%2007:21:29%20GMT	https://www.accordproject.org/projects/cicero	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/projects/cicero	(from https://www.accordproject.org/)
12:51:30	53685/53685	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2007:21:29%20GMT	https://www.accordproject.org/news/first-quarter-2020-update/	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/news/first-quarter-2020-update/index.html	(from https://www.accordproject.org/)
12:51:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Mar%202020%2007:21:29%20GMT	https://www.accordproject.org/press-center	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/press-center	(from https://www.accordproject.org/)
12:51:30	62178/62178	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2007:21:29%20GMT	https://www.accordproject.org/news/fourth-quarter-2019-update/	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/news/fourth-quarter-2019-update/index.html	(from https://www.accordproject.org/)
12:51:30	51997/51997	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2007:21:30%20GMT	https://www.accordproject.org/events/hacktoberfest-2019/	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/events/hacktoberfest-2019/index.html	(from https://www.accordproject.org/)
12:51:30	44268/44268	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2007:21:30%20GMT	https://www.accordproject.org/press-center/	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/press-center/index.html	(from https://www.accordproject.org/)
12:51:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Mar%202020%2007:21:31%20GMT	https://www.accordproject.org/privacy	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/privacy.25.delayed	(from https://www.accordproject.org/)
12:51:31	8682/8682	---M--	200	added ('OK')	image/png	etag:%2221ea-5969b2dcc1500%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/images/linux-foundation.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/images/linux-foundation.png	(from https://www.accordproject.org/)
12:51:32	48616/48616	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2007:21:31%20GMT	https://www.accordproject.org/privacy/	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/privacy/index.html	(from https://www.accordproject.org/)
12:51:32	7409/7409	---M-Z	200	added ('OK')	application/javascript	etag:%221cf1-5969be542a280-gzip%22	https://www.accordproject.org/wp-content/themes/accord-project/static/js/modernizr.js	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/js/modernizr.js	(from https://www.accordproject.org/)
12:51:32	14440/14440	---M-Z	200	added ('OK')	application/javascript	etag:%223868-59d3549001612-gzip%22	https://www.accordproject.org/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.6	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/plugins/contact-form-7/includes/js/scriptsb62d.js	(from https://www.accordproject.org/)
12:51:32	708/708	---MC-	200	added ('OK')	text/javascript	date:Mon,%2009%20Mar%202020%2007:21:32%20GMT	https://www.google.com/recaptcha/api.js?render=6Lffg7AUAAAAAKsEUNxAMR6a6hIfxBjoDdrHuqoj&ver=3.0	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.google.com/recaptcha/api1958.js	(from https://www.accordproject.org/)
12:51:33	667651/667651	---MCZ	200	added ('OK')	application/javascript	etag:%22a3003-5969be542a280-gzip%22	https://www.accordproject.org/wp-content/themes/accord-project/static/js/main.js	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/js/main.js	(from https://www.accordproject.org/)
12:51:33	1399/1399	---M-Z	200	added ('OK')	application/javascript	etag:%22577-59d3545eeee27-gzip%22	https://www.accordproject.org/wp-includes/js/wp-embed.min.js?ver=5.3.2	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-includes/js/wp-embed.min9dff.js	(from https://www.accordproject.org/)
12:51:33	1440/1440	---M--	200	added ('OK')	image/png	etag:%225a0-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/images/dots.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/images/dots.png	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
12:51:33	306/306	---M--	200	added ('OK')	image/png	etag:%22132-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/images/arrow-right.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/images/arrow-right.png	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
12:51:33	21835/21835	---M--	200	added ('OK')	image/png	etag:%22554b-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/images/toolbar.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/images/toolbar.png	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
12:51:34	2003/2003	---M--	200	added ('OK')	image/png	etag:%227d3-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/images/toolbar-mobile.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/images/toolbar-mobile.png	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
12:51:34	269085/269085	---M--	200	added ('OK')	image/jpeg	etag:%2241b1d-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/images/background.jpg	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/images/background.jpg	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
12:51:34	42737/42737	---M--	200	added ('OK')	image/jpeg	etag:%22a6f1-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/images/background-mobile.jpg	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/images/background-mobile.jpg	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
12:51:34	4859/4859	---M--	200	added ('OK')	image/png	etag:%2212fb-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/images/noise.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/images/noise.png	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
12:51:35	1209/1209	---M--	200	added ('OK')	image/png	etag:%224b9-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/images/quote.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/images/quote.png	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
12:51:35	545/545	---M--	200	added ('OK')	image/png	etag:%22221-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/images/play.png	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/images/play.png	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
12:51:35	46539/46539	---M--	200	added ('OK')	image/jpeg	etag:%22b5cb-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/images/background-grey-mobile.jpg	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/images/background-grey-mobile.jpg	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
12:51:36	106958/106958	---M--	200	added ('OK')	image/jpeg	etag:%221a1ce-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/images/background-grey.jpg	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/images/background-grey.jpg	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
12:51:36	30704/30704	---M--	200	added ('OK')	font/woff2	etag:%2277f0-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/fonts/Graphik-400.woff2	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/fonts/Graphik-400.woff2	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
12:51:36	32708/32708	---M--	200	added ('OK')	font/woff2	etag:%227fc4-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/fonts/Graphik-500.woff2	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/fonts/Graphik-500.woff2	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
12:51:36	125528/125528	---M--	200	added ('OK')	font/woff	etag:%221ea58-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/fonts/Graphik-400.woff	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/fonts/Graphik-400.woff	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
12:51:37	125240/125240	---M--	200	added ('OK')	font/woff	etag:%221e938-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/fonts/Graphik-500.woff	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/fonts/Graphik-500.woff	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
12:51:37	32808/32808	---M--	200	added ('OK')	font/woff2	etag:%228028-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/fonts/Graphik-600.woff2	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/fonts/Graphik-600.woff2	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
12:51:37	125088/125088	---M--	200	added ('OK')	font/woff	etag:%221e8a0-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/fonts/Graphik-600.woff	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/fonts/Graphik-600.woff	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
12:51:37	31692/31692	---M--	200	added ('OK')	font/woff2	etag:%227bcc-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/fonts/Graphik-400-Italic.woff2	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/fonts/Graphik-400-Italic.woff2	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
12:51:38	127672/127672	---M--	200	added ('OK')	font/woff	etag:%221f2b8-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/fonts/Graphik-400-Italic.woff	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/fonts/Graphik-400-Italic.woff	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
12:51:38	31744/31744	---M--	200	added ('OK')	font/woff2	etag:%227c00-5969be542a280%22	https://www.accordproject.org/wp-content/themes/accord-project/static/assets/fonts/Graphik-200.woff2	H:/HtTracked/OPEN%20WEBSITE%20IDEA/www.accordproject.org/wp-content/themes/accord-project/static/assets/fonts/Graphik-200.woff2	(from https://www.accordproject.org/wp-content/themes/accord-project/static/css/main.css)
